"orderid","productid","productname","qty","orderdate","unitprice","custid","shipcountry"
10751,30,"Product LYERX",30,"2007-11-24 00:00:00",25.89,"68","Switzerland"
10751,50,"Product BIUDV",20,"2007-11-24 00:00:00",16.25,"68","Switzerland"
10751,73,"Product WEUJZ",15,"2007-11-24 00:00:00",15.0,"68","Switzerland"
10752,1,"Product HHYDP",8,"2007-11-24 00:00:00",18.0,"53","UK"
10752,69,"Product COAXA",3,"2007-11-24 00:00:00",36.0,"53","UK"
10753,45,"Product AQOKR",4,"2007-11-25 00:00:00",9.5,"27","Italy"
10753,74,"Product BKAZJ",5,"2007-11-25 00:00:00",10.0,"27","Italy"
10754,40,"Product YZIXQ",3,"2007-11-25 00:00:00",18.4,"49","Italy"
10755,47,"Product EZZPR",30,"2007-11-26 00:00:00",9.5,"9","France"
10755,56,"Product VKCMF",30,"2007-11-26 00:00:00",38.0,"9","France"
10755,57,"Product OVLQI",14,"2007-11-26 00:00:00",19.5,"9","France"
10755,69,"Product COAXA",25,"2007-11-26 00:00:00",36.0,"9","France"
10756,18,"Product CKEDC",21,"2007-11-27 00:00:00",62.5,"75","USA"
10756,36,"Product GMKIJ",20,"2007-11-27 00:00:00",19.0,"75","USA"
10756,68,"Product TBTBL",6,"2007-11-27 00:00:00",12.5,"75","USA"
10756,69,"Product COAXA",20,"2007-11-27 00:00:00",36.0,"75","USA"
10757,34,"Product SWNJY",30,"2007-11-27 00:00:00",14.0,"71","USA"
10757,59,"Product UKXRI",7,"2007-11-27 00:00:00",55.0,"71","USA"
10757,62,"Product WUXYK",30,"2007-11-27 00:00:00",49.3,"71","USA"
10757,64,"Product HCQDE",24,"2007-11-27 00:00:00",33.25,"71","USA"
10758,26,"Product HLGZA",20,"2007-11-28 00:00:00",31.23,"68","Switzerland"
10758,52,"Product QSRXF",60,"2007-11-28 00:00:00",7.0,"68","Switzerland"
10758,70,"Product TOONT",40,"2007-11-28 00:00:00",15.0,"68","Switzerland"
10759,32,"Product NUNAW",10,"2007-11-28 00:00:00",32.0,"2","Mexico"
10760,25,"Product LYLNI",12,"2007-12-01 00:00:00",14.0,"50","Belgium"
10760,27,"Product SMIOH",40,"2007-12-01 00:00:00",43.9,"50","Belgium"
10760,43,"Product ZZZHR",30,"2007-12-01 00:00:00",46.0,"50","Belgium"
10761,25,"Product LYLNI",35,"2007-12-02 00:00:00",14.0,"65","USA"
10761,75,"Product BWRLG",18,"2007-12-02 00:00:00",7.75,"65","USA"
10762,39,"Product LSOFL",16,"2007-12-02 00:00:00",18.0,"24","Sweden"
10762,47,"Product EZZPR",30,"2007-12-02 00:00:00",9.5,"24","Sweden"
10762,51,"Product APITJ",28,"2007-12-02 00:00:00",53.0,"24","Sweden"
10762,56,"Product VKCMF",60,"2007-12-02 00:00:00",38.0,"24","Sweden"
10763,21,"Product VJZZH",40,"2007-12-03 00:00:00",10.0,"23","France"
10763,22,"Product CPHFY",6,"2007-12-03 00:00:00",21.0,"23","France"
10763,24,"Product QOGNU",20,"2007-12-03 00:00:00",4.5,"23","France"
10764,3,"Product IMEHJ",20,"2007-12-03 00:00:00",10.0,"20","Austria"
10764,39,"Product LSOFL",130,"2007-12-03 00:00:00",18.0,"20","Austria"
10765,65,"Product XYWBZ",80,"2007-12-04 00:00:00",21.05,"63","Germany"
10766,2,"Product RECZE",40,"2007-12-05 00:00:00",19.0,"56","Germany"
10766,7,"Product HMLNI",35,"2007-12-05 00:00:00",30.0,"56","Germany"
10766,68,"Product TBTBL",40,"2007-12-05 00:00:00",12.5,"56","Germany"
10767,42,"Product RJVNM",2,"2007-12-05 00:00:00",14.0,"76","Belgium"
10768,22,"Product CPHFY",4,"2007-12-08 00:00:00",21.0,"4","UK"
10768,31,"Product XWOXC",50,"2007-12-08 00:00:00",12.5,"4","UK"
10768,60,"Product WHBYK",15,"2007-12-08 00:00:00",34.0,"4","UK"
10768,71,"Product MYMOI",12,"2007-12-08 00:00:00",21.5,"4","UK"
10769,41,"Product TTEEX",30,"2007-12-08 00:00:00",9.65,"83","Denmark"
10769,52,"Product QSRXF",15,"2007-12-08 00:00:00",7.0,"83","Denmark"
10769,61,"Product XYZPE",20,"2007-12-08 00:00:00",28.5,"83","Denmark"
10769,62,"Product WUXYK",15,"2007-12-08 00:00:00",49.3,"83","Denmark"
10770,11,"Product QMVUN",15,"2007-12-09 00:00:00",21.0,"34","Brazil"
10771,71,"Product MYMOI",16,"2007-12-10 00:00:00",21.5,"20","Austria"
10772,29,"Product VJXYN",18,"2007-12-10 00:00:00",123.79,"44","Germany"
10772,59,"Product UKXRI",25,"2007-12-10 00:00:00",55.0,"44","Germany"
10773,17,"Product BLCAX",33,"2007-12-11 00:00:00",39.0,"20","Austria"
10773,31,"Product XWOXC",70,"2007-12-11 00:00:00",12.5,"20","Austria"
10773,75,"Product BWRLG",7,"2007-12-11 00:00:00",7.75,"20","Austria"
10774,31,"Product XWOXC",2,"2007-12-11 00:00:00",12.5,"24","Sweden"
10774,66,"Product LQMGN",50,"2007-12-11 00:00:00",17.0,"24","Sweden"
10775,10,"Product YHXGE",6,"2007-12-12 00:00:00",31.0,"78","USA"
10775,67,"Product XLXQF",3,"2007-12-12 00:00:00",14.0,"78","USA"
10776,31,"Product XWOXC",16,"2007-12-15 00:00:00",12.5,"20","Austria"
10776,42,"Product RJVNM",12,"2007-12-15 00:00:00",14.0,"20","Austria"
10776,45,"Product AQOKR",27,"2007-12-15 00:00:00",9.5,"20","Austria"
10776,51,"Product APITJ",120,"2007-12-15 00:00:00",53.0,"20","Austria"
10777,42,"Product RJVNM",20,"2007-12-15 00:00:00",14.0,"31","Brazil"
10778,41,"Product TTEEX",10,"2007-12-16 00:00:00",9.65,"5","Sweden"
10779,16,"Product PAFRH",20,"2007-12-16 00:00:00",17.45,"52","Germany"
10779,62,"Product WUXYK",20,"2007-12-16 00:00:00",49.3,"52","Germany"
10780,70,"Product TOONT",35,"2007-12-16 00:00:00",15.0,"46","Venezuela"
10780,77,"Product LUNZZ",15,"2007-12-16 00:00:00",13.0,"46","Venezuela"
10781,54,"Product QAQRL",3,"2007-12-17 00:00:00",7.45,"87","Finland"
10781,56,"Product VKCMF",20,"2007-12-17 00:00:00",38.0,"87","Finland"
10781,74,"Product BKAZJ",35,"2007-12-17 00:00:00",10.0,"87","Finland"
10782,31,"Product XWOXC",1,"2007-12-17 00:00:00",12.5,"12","Argentina"
10783,31,"Product XWOXC",10,"2007-12-18 00:00:00",12.5,"34","Brazil"
10783,38,"Product QDOMO",5,"2007-12-18 00:00:00",263.5,"34","Brazil"
10784,36,"Product GMKIJ",30,"2007-12-18 00:00:00",19.0,"49","Italy"
10784,39,"Product LSOFL",2,"2007-12-18 00:00:00",18.0,"49","Italy"
10784,72,"Product GEEOO",30,"2007-12-18 00:00:00",34.8,"49","Italy"
10785,10,"Product YHXGE",10,"2007-12-18 00:00:00",31.0,"33","Venezuela"
10785,75,"Product BWRLG",10,"2007-12-18 00:00:00",7.75,"33","Venezuela"
10786,8,"Product WVJFP",30,"2007-12-19 00:00:00",40.0,"62","Brazil"
10786,30,"Product LYERX",15,"2007-12-19 00:00:00",25.89,"62","Brazil"
10786,75,"Product BWRLG",42,"2007-12-19 00:00:00",7.75,"62","Brazil"
10787,2,"Product RECZE",15,"2007-12-19 00:00:00",19.0,"41","France"
10787,29,"Product VJXYN",20,"2007-12-19 00:00:00",123.79,"41","France"
10788,19,"Product XKXDO",50,"2007-12-22 00:00:00",9.2,"63","Germany"
10788,75,"Product BWRLG",40,"2007-12-22 00:00:00",7.75,"63","Germany"
10789,18,"Product CKEDC",30,"2007-12-22 00:00:00",62.5,"23","France"
10789,35,"Product NEVTJ",15,"2007-12-22 00:00:00",18.0,"23","France"
10789,63,"Product ICKNK",30,"2007-12-22 00:00:00",43.9,"23","France"
10789,68,"Product TBTBL",18,"2007-12-22 00:00:00",12.5,"23","France"
10790,7,"Product HMLNI",3,"2007-12-22 00:00:00",30.0,"31","Brazil"
10790,56,"Product VKCMF",20,"2007-12-22 00:00:00",38.0,"31","Brazil"
10791,29,"Product VJXYN",14,"2007-12-23 00:00:00",123.79,"25","Germany"
10791,41,"Product TTEEX",20,"2007-12-23 00:00:00",9.65,"25","Germany"
10792,2,"Product RECZE",10,"2007-12-23 00:00:00",19.0,"91","Poland"
10792,54,"Product QAQRL",3,"2007-12-23 00:00:00",7.45,"91","Poland"
10792,68,"Product TBTBL",15,"2007-12-23 00:00:00",12.5,"91","Poland"
10793,41,"Product TTEEX",14,"2007-12-24 00:00:00",9.65,"4","UK"
10793,52,"Product QSRXF",8,"2007-12-24 00:00:00",7.0,"4","UK"
10794,14,"Product PWCJB",15,"2007-12-24 00:00:00",23.25,"61","Brazil"
10794,54,"Product QAQRL",6,"2007-12-24 00:00:00",7.45,"61","Brazil"
10795,16,"Product PAFRH",65,"2007-12-24 00:00:00",17.45,"20","Austria"
10795,17,"Product BLCAX",35,"2007-12-24 00:00:00",39.0,"20","Austria"
10796,26,"Product HLGZA",21,"2007-12-25 00:00:00",31.23,"35","Venezuela"
10796,44,"Product VJIEO",10,"2007-12-25 00:00:00",19.45,"35","Venezuela"
10796,64,"Product HCQDE",35,"2007-12-25 00:00:00",33.25,"35","Venezuela"
10796,69,"Product COAXA",24,"2007-12-25 00:00:00",36.0,"35","Venezuela"
10797,11,"Product QMVUN",20,"2007-12-25 00:00:00",21.0,"17","Germany"
10798,62,"Product WUXYK",2,"2007-12-26 00:00:00",49.3,"38","UK"
10798,72,"Product GEEOO",10,"2007-12-26 00:00:00",34.8,"38","UK"
10799,13,"Product POXFU",20,"2007-12-26 00:00:00",6.0,"39","Germany"
10799,24,"Product QOGNU",20,"2007-12-26 00:00:00",4.5,"39","Germany"
10799,59,"Product UKXRI",25,"2007-12-26 00:00:00",55.0,"39","Germany"
10800,11,"Product QMVUN",50,"2007-12-26 00:00:00",21.0,"72","UK"
10800,51,"Product APITJ",10,"2007-12-26 00:00:00",53.0,"72","UK"
10800,54,"Product QAQRL",7,"2007-12-26 00:00:00",7.45,"72","UK"
10801,17,"Product BLCAX",40,"2007-12-29 00:00:00",39.0,"8","Spain"
10801,29,"Product VJXYN",20,"2007-12-29 00:00:00",123.79,"8","Spain"
10802,30,"Product LYERX",25,"2007-12-29 00:00:00",25.89,"73","Denmark"
10802,51,"Product APITJ",30,"2007-12-29 00:00:00",53.0,"73","Denmark"
10802,55,"Product YYWRT",60,"2007-12-29 00:00:00",24.0,"73","Denmark"
10802,62,"Product WUXYK",5,"2007-12-29 00:00:00",49.3,"73","Denmark"
10803,19,"Product XKXDO",24,"2007-12-30 00:00:00",9.2,"88","Brazil"
10803,25,"Product LYLNI",15,"2007-12-30 00:00:00",14.0,"88","Brazil"
10803,59,"Product UKXRI",15,"2007-12-30 00:00:00",55.0,"88","Brazil"
10804,10,"Product YHXGE",36,"2007-12-30 00:00:00",31.0,"72","UK"
10804,28,"Product OFBNT",24,"2007-12-30 00:00:00",45.6,"72","UK"
10804,49,"Product FPYPN",4,"2007-12-30 00:00:00",20.0,"72","UK"
10805,34,"Product SWNJY",10,"2007-12-30 00:00:00",14.0,"77","USA"
10805,38,"Product QDOMO",10,"2007-12-30 00:00:00",263.5,"77","USA"
10806,2,"Product RECZE",20,"2007-12-31 00:00:00",19.0,"84","France"
10806,65,"Product XYWBZ",2,"2007-12-31 00:00:00",21.05,"84","France"
10806,74,"Product BKAZJ",15,"2007-12-31 00:00:00",10.0,"84","France"
10807,40,"Product YZIXQ",1,"2007-12-31 00:00:00",18.4,"27","Italy"
10808,56,"Product VKCMF",20,"2008-01-01 00:00:00",38.0,"55","USA"
10808,76,"Product JYGFE",50,"2008-01-01 00:00:00",18.0,"55","USA"
10809,52,"Product QSRXF",20,"2008-01-01 00:00:00",7.0,"88","Brazil"
10810,13,"Product POXFU",7,"2008-01-01 00:00:00",6.0,"42","Canada"
10810,25,"Product LYLNI",5,"2008-01-01 00:00:00",14.0,"42","Canada"
10810,70,"Product TOONT",5,"2008-01-01 00:00:00",15.0,"42","Canada"
10811,19,"Product XKXDO",15,"2008-01-02 00:00:00",9.2,"47","Venezuela"
10811,23,"Product JLUDZ",18,"2008-01-02 00:00:00",9.0,"47","Venezuela"
10811,40,"Product YZIXQ",30,"2008-01-02 00:00:00",18.4,"47","Venezuela"
10812,31,"Product XWOXC",16,"2008-01-02 00:00:00",12.5,"66","Italy"
10812,72,"Product GEEOO",40,"2008-01-02 00:00:00",34.8,"66","Italy"
10812,77,"Product LUNZZ",20,"2008-01-02 00:00:00",13.0,"66","Italy"
10813,2,"Product RECZE",12,"2008-01-05 00:00:00",19.0,"67","Brazil"
10813,46,"Product CBRRL",35,"2008-01-05 00:00:00",12.0,"67","Brazil"
10814,41,"Product TTEEX",20,"2008-01-05 00:00:00",9.65,"84","France"
10814,43,"Product ZZZHR",20,"2008-01-05 00:00:00",46.0,"84","France"
10814,48,"Product MYNXN",8,"2008-01-05 00:00:00",12.75,"84","France"
10814,61,"Product XYZPE",30,"2008-01-05 00:00:00",28.5,"84","France"
10815,33,"Product ASTMN",16,"2008-01-05 00:00:00",2.5,"71","USA"
10816,38,"Product QDOMO",30,"2008-01-06 00:00:00",263.5,"32","USA"
10816,62,"Product WUXYK",20,"2008-01-06 00:00:00",49.3,"32","USA"
10817,26,"Product HLGZA",40,"2008-01-06 00:00:00",31.23,"39","Germany"
10817,38,"Product QDOMO",30,"2008-01-06 00:00:00",263.5,"39","Germany"
10817,40,"Product YZIXQ",60,"2008-01-06 00:00:00",18.4,"39","Germany"
10817,62,"Product WUXYK",25,"2008-01-06 00:00:00",49.3,"39","Germany"
10818,32,"Product NUNAW",20,"2008-01-07 00:00:00",32.0,"49","Italy"
10818,41,"Product TTEEX",20,"2008-01-07 00:00:00",9.65,"49","Italy"
10819,43,"Product ZZZHR",7,"2008-01-07 00:00:00",46.0,"12","Argentina"
10819,75,"Product BWRLG",20,"2008-01-07 00:00:00",7.75,"12","Argentina"
10820,56,"Product VKCMF",30,"2008-01-07 00:00:00",38.0,"65","USA"
10821,35,"Product NEVTJ",20,"2008-01-08 00:00:00",18.0,"75","USA"
10821,51,"Product APITJ",6,"2008-01-08 00:00:00",53.0,"75","USA"
10822,62,"Product WUXYK",3,"2008-01-08 00:00:00",49.3,"82","USA"
10822,70,"Product TOONT",6,"2008-01-08 00:00:00",15.0,"82","USA"
10823,11,"Product QMVUN",20,"2008-01-09 00:00:00",21.0,"46","Venezuela"
10823,57,"Product OVLQI",15,"2008-01-09 00:00:00",19.5,"46","Venezuela"
10823,59,"Product UKXRI",40,"2008-01-09 00:00:00",55.0,"46","Venezuela"
10823,77,"Product LUNZZ",15,"2008-01-09 00:00:00",13.0,"46","Venezuela"
10824,41,"Product TTEEX",12,"2008-01-09 00:00:00",9.65,"24","Sweden"
10824,70,"Product TOONT",9,"2008-01-09 00:00:00",15.0,"24","Sweden"
10825,26,"Product HLGZA",12,"2008-01-09 00:00:00",31.23,"17","Germany"
10825,53,"Product BKGEA",20,"2008-01-09 00:00:00",32.8,"17","Germany"
10826,31,"Product XWOXC",35,"2008-01-12 00:00:00",12.5,"7","France"
10826,57,"Product OVLQI",15,"2008-01-12 00:00:00",19.5,"7","France"
10827,10,"Product YHXGE",15,"2008-01-12 00:00:00",31.0,"9","France"
10827,39,"Product LSOFL",21,"2008-01-12 00:00:00",18.0,"9","France"
10828,20,"Product QHFFP",5,"2008-01-13 00:00:00",81.0,"64","Argentina"
10828,38,"Product QDOMO",2,"2008-01-13 00:00:00",263.5,"64","Argentina"
10829,2,"Product RECZE",10,"2008-01-13 00:00:00",19.0,"38","UK"
10829,8,"Product WVJFP",20,"2008-01-13 00:00:00",40.0,"38","UK"
10829,13,"Product POXFU",10,"2008-01-13 00:00:00",6.0,"38","UK"
10829,60,"Product WHBYK",21,"2008-01-13 00:00:00",34.0,"38","UK"
10830,6,"Product VAIIV",6,"2008-01-13 00:00:00",25.0,"81","Brazil"
10830,39,"Product LSOFL",28,"2008-01-13 00:00:00",18.0,"81","Brazil"
10830,60,"Product WHBYK",30,"2008-01-13 00:00:00",34.0,"81","Brazil"
10830,68,"Product TBTBL",24,"2008-01-13 00:00:00",12.5,"81","Brazil"
10831,19,"Product XKXDO",2,"2008-01-14 00:00:00",9.2,"70","Norway"
10831,35,"Product NEVTJ",8,"2008-01-14 00:00:00",18.0,"70","Norway"
10831,38,"Product QDOMO",8,"2008-01-14 00:00:00",263.5,"70","Norway"
10831,43,"Product ZZZHR",9,"2008-01-14 00:00:00",46.0,"70","Norway"
10832,13,"Product POXFU",3,"2008-01-14 00:00:00",6.0,"41","France"
10832,25,"Product LYLNI",10,"2008-01-14 00:00:00",14.0,"41","France"
10832,44,"Product VJIEO",16,"2008-01-14 00:00:00",19.45,"41","France"
10832,64,"Product HCQDE",3,"2008-01-14 00:00:00",33.25,"41","France"
10833,7,"Product HMLNI",20,"2008-01-15 00:00:00",30.0,"56","Germany"
10833,31,"Product XWOXC",9,"2008-01-15 00:00:00",12.5,"56","Germany"
10833,53,"Product BKGEA",9,"2008-01-15 00:00:00",32.8,"56","Germany"
10834,29,"Product VJXYN",8,"2008-01-15 00:00:00",123.79,"81","Brazil"
10834,30,"Product LYERX",20,"2008-01-15 00:00:00",25.89,"81","Brazil"
10835,59,"Product UKXRI",15,"2008-01-15 00:00:00",55.0,"1","Germany"
10835,77,"Product LUNZZ",2,"2008-01-15 00:00:00",13.0,"1","Germany"
10836,22,"Product CPHFY",52,"2008-01-16 00:00:00",21.0,"20","Austria"
10836,35,"Product NEVTJ",6,"2008-01-16 00:00:00",18.0,"20","Austria"
10836,57,"Product OVLQI",24,"2008-01-16 00:00:00",19.5,"20","Austria"
10836,60,"Product WHBYK",60,"2008-01-16 00:00:00",34.0,"20","Austria"
10836,64,"Product HCQDE",30,"2008-01-16 00:00:00",33.25,"20","Austria"
10837,13,"Product POXFU",6,"2008-01-16 00:00:00",6.0,"5","Sweden"
10837,40,"Product YZIXQ",25,"2008-01-16 00:00:00",18.4,"5","Sweden"
10837,47,"Product EZZPR",40,"2008-01-16 00:00:00",9.5,"5","Sweden"
10837,76,"Product JYGFE",21,"2008-01-16 00:00:00",18.0,"5","Sweden"
10838,1,"Product HHYDP",4,"2008-01-19 00:00:00",18.0,"47","Venezuela"
10838,18,"Product CKEDC",25,"2008-01-19 00:00:00",62.5,"47","Venezuela"
10838,36,"Product GMKIJ",50,"2008-01-19 00:00:00",19.0,"47","Venezuela"
10839,58,"Product ACRVI",30,"2008-01-19 00:00:00",13.25,"81","Brazil"
10839,72,"Product GEEOO",15,"2008-01-19 00:00:00",34.8,"81","Brazil"
10840,25,"Product LYLNI",6,"2008-01-19 00:00:00",14.0,"47","Venezuela"
10840,39,"Product LSOFL",10,"2008-01-19 00:00:00",18.0,"47","Venezuela"
10841,10,"Product YHXGE",16,"2008-01-20 00:00:00",31.0,"76","Belgium"
10841,56,"Product VKCMF",30,"2008-01-20 00:00:00",38.0,"76","Belgium"
10841,59,"Product UKXRI",50,"2008-01-20 00:00:00",55.0,"76","Belgium"
10841,77,"Product LUNZZ",15,"2008-01-20 00:00:00",13.0,"76","Belgium"
10842,11,"Product QMVUN",15,"2008-01-20 00:00:00",21.0,"80","Mexico"
10842,43,"Product ZZZHR",5,"2008-01-20 00:00:00",46.0,"80","Mexico"
10842,68,"Product TBTBL",20,"2008-01-20 00:00:00",12.5,"80","Mexico"
10842,70,"Product TOONT",12,"2008-01-20 00:00:00",15.0,"80","Mexico"
10843,51,"Product APITJ",4,"2008-01-21 00:00:00",53.0,"84","France"
10844,22,"Product CPHFY",35,"2008-01-21 00:00:00",21.0,"59","Austria"
10845,23,"Product JLUDZ",70,"2008-01-21 00:00:00",9.0,"63","Germany"
10845,35,"Product NEVTJ",25,"2008-01-21 00:00:00",18.0,"63","Germany"
10845,42,"Product RJVNM",42,"2008-01-21 00:00:00",14.0,"63","Germany"
10845,58,"Product ACRVI",60,"2008-01-21 00:00:00",13.25,"63","Germany"
10845,64,"Product HCQDE",48,"2008-01-21 00:00:00",33.25,"63","Germany"
10846,4,"Product KSBRM",21,"2008-01-22 00:00:00",22.0,"76","Belgium"
10846,70,"Product TOONT",30,"2008-01-22 00:00:00",15.0,"76","Belgium"
10846,74,"Product BKAZJ",20,"2008-01-22 00:00:00",10.0,"76","Belgium"
10847,1,"Product HHYDP",80,"2008-01-22 00:00:00",18.0,"71","USA"
10847,19,"Product XKXDO",12,"2008-01-22 00:00:00",9.2,"71","USA"
10847,37,"Product EVFFA",60,"2008-01-22 00:00:00",26.0,"71","USA"
10847,45,"Product AQOKR",36,"2008-01-22 00:00:00",9.5,"71","USA"
10847,60,"Product WHBYK",45,"2008-01-22 00:00:00",34.0,"71","USA"
10847,71,"Product MYMOI",55,"2008-01-22 00:00:00",21.5,"71","USA"
10848,5,"Product EPEIM",30,"2008-01-23 00:00:00",21.35,"16","UK"
10848,9,"Product AOZBW",3,"2008-01-23 00:00:00",97.0,"16","UK"
10849,3,"Product IMEHJ",49,"2008-01-23 00:00:00",10.0,"39","Germany"
10849,26,"Product HLGZA",18,"2008-01-23 00:00:00",31.23,"39","Germany"
10850,25,"Product LYLNI",20,"2008-01-23 00:00:00",14.0,"84","France"
10850,33,"Product ASTMN",4,"2008-01-23 00:00:00",2.5,"84","France"
10850,70,"Product TOONT",30,"2008-01-23 00:00:00",15.0,"84","France"
10851,2,"Product RECZE",5,"2008-01-26 00:00:00",19.0,"67","Brazil"
10851,25,"Product LYLNI",10,"2008-01-26 00:00:00",14.0,"67","Brazil"
10851,57,"Product OVLQI",10,"2008-01-26 00:00:00",19.5,"67","Brazil"
10851,59,"Product UKXRI",42,"2008-01-26 00:00:00",55.0,"67","Brazil"
10852,2,"Product RECZE",15,"2008-01-26 00:00:00",19.0,"65","USA"
10852,17,"Product BLCAX",6,"2008-01-26 00:00:00",39.0,"65","USA"
10852,62,"Product WUXYK",50,"2008-01-26 00:00:00",49.3,"65","USA"
10853,18,"Product CKEDC",10,"2008-01-27 00:00:00",62.5,"6","Germany"
10854,10,"Product YHXGE",100,"2008-01-27 00:00:00",31.0,"20","Austria"
10854,13,"Product POXFU",65,"2008-01-27 00:00:00",6.0,"20","Austria"
10855,16,"Product PAFRH",50,"2008-01-27 00:00:00",17.45,"55","USA"
10855,31,"Product XWOXC",14,"2008-01-27 00:00:00",12.5,"55","USA"
10855,56,"Product VKCMF",24,"2008-01-27 00:00:00",38.0,"55","USA"
10855,65,"Product XYWBZ",15,"2008-01-27 00:00:00",21.05,"55","USA"
10856,2,"Product RECZE",20,"2008-01-28 00:00:00",19.0,"3","Mexico"
10856,42,"Product RJVNM",20,"2008-01-28 00:00:00",14.0,"3","Mexico"
10857,3,"Product IMEHJ",30,"2008-01-28 00:00:00",10.0,"5","Sweden"
10857,26,"Product HLGZA",35,"2008-01-28 00:00:00",31.23,"5","Sweden"
10857,29,"Product VJXYN",10,"2008-01-28 00:00:00",123.79,"5","Sweden"
10858,7,"Product HMLNI",5,"2008-01-29 00:00:00",30.0,"40","France"
10858,27,"Product SMIOH",10,"2008-01-29 00:00:00",43.9,"40","France"
10858,70,"Product TOONT",4,"2008-01-29 00:00:00",15.0,"40","France"
10859,24,"Product QOGNU",40,"2008-01-29 00:00:00",4.5,"25","Germany"
10859,54,"Product QAQRL",35,"2008-01-29 00:00:00",7.45,"25","Germany"
10859,64,"Product HCQDE",30,"2008-01-29 00:00:00",33.25,"25","Germany"
10860,51,"Product APITJ",3,"2008-01-29 00:00:00",53.0,"26","France"
10860,76,"Product JYGFE",20,"2008-01-29 00:00:00",18.0,"26","France"
10861,17,"Product BLCAX",42,"2008-01-30 00:00:00",39.0,"89","USA"
10861,18,"Product CKEDC",20,"2008-01-30 00:00:00",62.5,"89","USA"
10861,21,"Product VJZZH",40,"2008-01-30 00:00:00",10.0,"89","USA"
10861,33,"Product ASTMN",35,"2008-01-30 00:00:00",2.5,"89","USA"
10861,62,"Product WUXYK",3,"2008-01-30 00:00:00",49.3,"89","USA"
10862,11,"Product QMVUN",25,"2008-01-30 00:00:00",21.0,"44","Germany"
10862,52,"Product QSRXF",8,"2008-01-30 00:00:00",7.0,"44","Germany"
10863,1,"Product HHYDP",20,"2008-02-02 00:00:00",18.0,"35","Venezuela"
10863,58,"Product ACRVI",12,"2008-02-02 00:00:00",13.25,"35","Venezuela"
10864,35,"Product NEVTJ",4,"2008-02-02 00:00:00",18.0,"4","UK"
10864,67,"Product XLXQF",15,"2008-02-02 00:00:00",14.0,"4","UK"
10865,38,"Product QDOMO",60,"2008-02-02 00:00:00",263.5,"63","Germany"
10865,39,"Product LSOFL",80,"2008-02-02 00:00:00",18.0,"63","Germany"
10866,2,"Product RECZE",21,"2008-02-03 00:00:00",19.0,"5","Sweden"
10866,24,"Product QOGNU",6,"2008-02-03 00:00:00",4.5,"5","Sweden"
10866,30,"Product LYERX",40,"2008-02-03 00:00:00",25.89,"5","Sweden"
10867,53,"Product BKGEA",3,"2008-02-03 00:00:00",32.8,"48","USA"
10868,26,"Product HLGZA",20,"2008-02-04 00:00:00",31.23,"62","Brazil"
10868,35,"Product NEVTJ",30,"2008-02-04 00:00:00",18.0,"62","Brazil"
10868,49,"Product FPYPN",42,"2008-02-04 00:00:00",20.0,"62","Brazil"
10869,1,"Product HHYDP",40,"2008-02-04 00:00:00",18.0,"72","UK"
10869,11,"Product QMVUN",10,"2008-02-04 00:00:00",21.0,"72","UK"
10869,23,"Product JLUDZ",50,"2008-02-04 00:00:00",9.0,"72","UK"
10869,68,"Product TBTBL",20,"2008-02-04 00:00:00",12.5,"72","UK"
10870,35,"Product NEVTJ",3,"2008-02-04 00:00:00",18.0,"91","Poland"
10870,51,"Product APITJ",2,"2008-02-04 00:00:00",53.0,"91","Poland"
10871,6,"Product VAIIV",50,"2008-02-05 00:00:00",25.0,"9","France"
10871,16,"Product PAFRH",12,"2008-02-05 00:00:00",17.45,"9","France"
10871,17,"Product BLCAX",16,"2008-02-05 00:00:00",39.0,"9","France"
10872,55,"Product YYWRT",10,"2008-02-05 00:00:00",24.0,"30","Spain"
10872,62,"Product WUXYK",20,"2008-02-05 00:00:00",49.3,"30","Spain"
10872,64,"Product HCQDE",15,"2008-02-05 00:00:00",33.25,"30","Spain"
10872,65,"Product XYWBZ",21,"2008-02-05 00:00:00",21.05,"30","Spain"
10873,21,"Product VJZZH",20,"2008-02-06 00:00:00",10.0,"90","Finland"
10873,28,"Product OFBNT",3,"2008-02-06 00:00:00",45.6,"90","Finland"
10874,10,"Product YHXGE",10,"2008-02-06 00:00:00",31.0,"30","Spain"
10875,19,"Product XKXDO",25,"2008-02-06 00:00:00",9.2,"5","Sweden"
10875,47,"Product EZZPR",21,"2008-02-06 00:00:00",9.5,"5","Sweden"
10875,49,"Product FPYPN",15,"2008-02-06 00:00:00",20.0,"5","Sweden"
10876,46,"Product CBRRL",21,"2008-02-09 00:00:00",12.0,"9","France"
10876,64,"Product HCQDE",20,"2008-02-09 00:00:00",33.25,"9","France"
10877,16,"Product PAFRH",30,"2008-02-09 00:00:00",17.45,"67","Brazil"
10877,18,"Product CKEDC",25,"2008-02-09 00:00:00",62.5,"67","Brazil"
10878,20,"Product QHFFP",20,"2008-02-10 00:00:00",81.0,"63","Germany"
10879,40,"Product YZIXQ",12,"2008-02-10 00:00:00",18.4,"90","Finland"
10879,65,"Product XYWBZ",10,"2008-02-10 00:00:00",21.05,"90","Finland"
10879,76,"Product JYGFE",10,"2008-02-10 00:00:00",18.0,"90","Finland"
10880,23,"Product JLUDZ",30,"2008-02-10 00:00:00",9.0,"24","Sweden"
10880,61,"Product XYZPE",30,"2008-02-10 00:00:00",28.5,"24","Sweden"
